id,timestamp,timestamp_fixed,elapsed,lat,lng,speed,altitude_m,altitude_ft,comment,volt,t_int,t_ext,t_amb,humid,pressure,prec_gas,reduc_gas,oxid_gas,temp_ired,cap,alt_miles
1,3/14/2015 18:20,03/14/2015 18:20:30,0,38.5045,-89.6215,20,309.07,1014,Ti=30/Te=14/V=8185 Arch Reactor,8185,30,14,28.7777777778,40.2,99184,-4.8,131470,6151,29.1666666667,2688,0.1920454545
2,3/14/2015 18:21,03/14/2015 18:21:00,0.5,38.50167,-89.62167,30,597.71,1961,Ti=28/Te=12/V=8185 Arch Reactor,8185,28,12,27.4444444444,39,95896,-5,133080,6407,26.5,2656,0.3714015152
3,3/14/2015 18:21,03/14/2015 18:21:30,1,38.49933,-89.62233,31,775.41,2544,Ti=26/Te=12/V=8185 Arch Reactor,8185,26,12,27.4444444444,39,95896,-5,133080,6407,26.5,2656,0.4818181818
4,3/14/2015 18:22,03/14/2015 18:22:00,1.5,38.49683,-89.623,30,917.14,3009,Ti=26/Te=12/V=8185 Arch Reactor,8185,26,12,25.5555555556,36.3,92356,-4.8,147857,7028,24.3333333333,2641,0.5698863636
5,3/14/2015 18:22,03/14/2015 18:22:30,2,38.4945,-89.62417,31,1061.31,3482,Ti=25/Te=11/V=8185 Arch Reactor,8185,25,11,25.5555555556,36.3,92356,-4.8,147857,7028,24.3333333333,2641,0.659469697
6,3/14/2015 18:23,03/14/2015 18:23:00,2.5,38.492,-89.62483,37,1201.22,3941,Ti=24/Te=11/V=8185 Arch Reactor,8185,24,11,23.8888888889,34.9,89108,-4.6,151681,7408,22.8888888889,2625,0.7464015152
7,3/14/2015 18:23,03/14/2015 18:23:30,3,38.4895,-89.62483,35,1337.77,4389,Ti=24/Te=11/V=8185 Arch Reactor,8185,24,11,23.8888888889,34.9,89108,-4.6,151681,7408,22.8888888889,2625,0.83125
8,3/14/2015 18:24,03/14/2015 18:24:00,3.5,38.4865,-89.62467,30,1469.75,4822,Ti=24/Te=11/V=8185 Arch Reactor,8185,24,11,22.5555555556,31,86132,-4.5,155577,8082,21.6666666667,2610,0.9132575758
9,3/14/2015 18:24,03/14/2015 18:24:30,4,38.484,-89.62467,39,1628.24,5342,Ti=23/Te=11/V=8185 Arch Reactor,8185,23,11,22.5555555556,31,86132,-4.5,155577,8082,21.6666666667,2610,1.0117424242
10,3/14/2015 18:25,03/14/2015 18:25:00,4.5,38.48183,-89.62467,26,1789.48,5871,Ti=22/Te=10/V=8165 Arch Reactor,8165,22,10,21.3888888889,27.9,82948,-4.4,157552,8667,20.6111111111,2610,1.1119318182
11,3/14/2015 18:25,03/14/2015 18:25:30,5,38.47933,-89.62483,24,1927.56,6324,Ti=22/Te=10/V=8165 Arch Reactor,8165,22,10,21.3888888889,27.9,82948,-4.4,157552,8667,20.6111111111,2610,1.1977272727
12,3/14/2015 18:26,03/14/2015 18:26:00,5.5,38.47767,-89.62533,24,2050.39,6727,Ti=21/Te=11/V=8165 Arch Reactor,8165,21,11,20.2222222222,24.6,80196,-3.9,146283,9089,19.9444444444,2594,1.2740530303
13,3/14/2015 18:26,03/14/2015 18:26:30,6,38.47533,-89.62683,37,2211.63,7256,Ti=21/Te=11/V=8165 Arch Reactor,8165,21,11,20.2222222222,24.6,80196,-3.9,146283,9089,19.9444444444,2594,1.3742424242
14,3/14/2015 18:27,03/14/2015 18:27:00,6.5,38.4725,-89.629,44,2353.67,7722,Ti=21/Te=11/V=8165 Arch Reactor,8165,21,11,19.3888888889,19.1,77260,-4.2,147699,9752,19.3333333333,2578,1.4625
15,3/14/2015 18:27,03/14/2015 18:27:30,7,38.47,-89.6315,37,2469.79,8103,Ti=21/Te=10/V=8165 Arch Reactor,8165,21,10,19.3888888889,19.1,77260,-4.2,147699,9752,19.3333333333,2578,1.5346590909
16,3/14/2015 18:28,03/14/2015 18:28:00,7.5,38.46683,-89.63417,43,2582.8,8474,Ti=20/Te=9/V=8165 Arch Reactor,8165,20,9,18.6666666667,17.4,75152,-4.2,131908,10306,18.6111111111,2578,1.6049242424
17,3/14/2015 18:28,03/14/2015 18:28:30,8,38.46383,-89.6365,56,2697.1,8849,Ti=20/Te=8/V=8165 Arch Reactor,8165,20,8,18.6666666667,17.4,75152,-4.2,131908,10306,18.6111111111,2578,1.6759469697
18,3/14/2015 18:29,03/14/2015 18:29:00,8.5,38.4605,-89.63917,46,2842.8,9327,Ti=20/Te=6/V=8165 Arch Reactor,8165,20,6,17.8888888889,16.4,72868,-4.5,135445,10349,18,2563,1.7664772727
19,3/14/2015 18:29,03/14/2015 18:29:30,9,38.45683,-89.64167,52,2997.1,9833,Ti=19/Te=5/V=8145 Arch Reactor,8145,19,5,17.8888888889,16.4,72868,-4.5,135445,10349,18,2563,1.8623106061
20,3/14/2015 18:30,03/14/2015 18:30:00,9.5,38.45317,-89.64467,63,3138.2,10296,Ti=19/Te=4/V=8145 Arch Reactor,8145,19,4,17,15.8,70212,-4.2,125864,10426,16.7777777778,2547,1.95
21,3/14/2015 18:30,03/14/2015 18:30:30,10,38.449,-89.64717,57,3275.3,10746,Ti=19/Te=4/V=8145 Arch Reactor,8145,19,4,17,15.8,70212,-4.2,125864,10426,16.7777777778,2547,2.0352272727
22,3/14/2015 18:31,03/14/2015 18:31:00,10.5,38.44433,-89.65017,67,3405.8,11174,Ti=19/Te=4/V=8165 Arch Reactor,8165,19,4,16.1111111111,15.5,67876,-4,123890,10748,17.2222222222,2547,2.1162878788
23,3/14/2015 18:31,03/14/2015 18:31:30,11,38.44,-89.65217,63,3520.4,11550,Ti=18/Te=3/V=8104 Arch Reactor,8104,18,3,16.1111111111,15.5,67876,-4,123890,10748,17.2222222222,2547,2.1875
24,3/14/2015 18:32,03/14/2015 18:32:00,11.5,38.43517,-89.65367,63,3646.3,11963,Ti=18/Te=1/V=8165 Arch Reactor,8165,18,1,15.5555555556,15.1,65812,-4.1,120551,10883,17.1111111111,2531,2.265719697
25,3/14/2015 18:32,03/14/2015 18:32:30,12,38.4305,-89.6555,67,3782.5,12410,Ti=18/Te=1/V=8165 Arch Reactor,8165,18,1,15.5555555556,15.1,65812,-4.1,120551,10883,17.1111111111,2531,2.3503787879
26,3/14/2015 18:33,03/14/2015 18:33:00,12.5,38.42567,-89.657,69,3887.1,12753,Ti=18/Te=0/V=8165 Arch Reactor,8165,18,0,14.8888888889,14.7,63660,-4,115916,11111,16.4444444444,2516,2.4153409091
27,3/14/2015 18:33,03/14/2015 18:33:30,13,38.421,-89.65833,63,4030.98,13225,Ti=18/Te=-1/V=8145 Arch Reactor,8145,18,-1,14.8888888889,14.7,63660,-4,115916,11111,16.4444444444,2516,2.5047348485
28,3/14/2015 18:34,03/14/2015 18:34:00,13.5,38.4165,-89.66017,70,4168.14,13675,Ti=18/Te=-2/V=8125 Arch Reactor,8125,18,-2,14.2222222222,14,61576,-4.2,117675,10974,14.6111111111,2516,2.5899621212
29,3/14/2015 18:34,03/14/2015 18:34:30,14,38.413,-89.6615,54,4315.97,14160,Ti=17/Te=-3/V=8165 Arch Reactor,8165,17,-3,14.2222222222,14,61576,-4.2,117675,10974,14.6111111111,2516,2.6818181818
30,3/14/2015 18:35,03/14/2015 18:35:00,14.5,38.40967,-89.66283,37,4463.19,14643,Ti=16/Te=-4/V=8145 Arch Reactor,8145,16,-4,13.1666666667,14.3,59232,-4,114707,11495,13.1111111111,2500,2.7732954545
31,3/14/2015 18:35,03/14/2015 18:35:30,15,38.40683,-89.66383,50,4599.13,15089,Ti=16/Te=-5/V=8165 Arch Reactor,8165,16,-5,13.1666666667,14.3,59232,-4,114707,11495,13.1111111111,2500,2.8577651515
32,3/14/2015 18:36,03/14/2015 18:36:00,15.5,38.40367,-89.665,46,4753.05,15594,Ti=16/Te=-7/V=8104 Arch Reactor,8104,16,-7,12.0555555556,14.9,57116,-4,115243,11157,12.6111111111,2484,2.9534090909
33,3/14/2015 18:36,03/14/2015 18:36:30,16,38.40067,-89.666,54,4912.16,16116,Ti=15/Te=-9/V=8125 Arch Reactor,8125,15,-9,12.0555555556,14.9,57116,-4,115243,11157,12.6111111111,2484,3.0522727273
34,3/14/2015 18:37,03/14/2015 18:37:00,16.5,38.39683,-89.66683,57,5056.63,16590,Ti=15/Te=-10/V=8125 Arch Reactor,8125,15,-10,10.7777777778,16.4,54788,-4.5,121380,11578,10.6111111111,2469,3.1420454545
35,3/14/2015 18:37,03/14/2015 18:37:30,17,38.3935,-89.667,43,5228.84,17155,Ti=14/Te=-11/V=8104 Arch Reactor,8104,14,-11,10.7777777778,16.4,54788,-4.5,121380,11578,10.6111111111,2469,3.2490530303
36,3/14/2015 18:38,03/14/2015 18:38:00,17.5,38.3905,-89.6665,39,5402.58,17725,Ti=13/Te=-12/V=8145 Arch Reactor,8145,13,-12,9.0555555556,18.6,52400,-4.2,138139,11484,8.3888888889,2453,3.3570075758
37,3/14/2015 18:38,03/14/2015 18:38:30,18,38.38833,-89.666,39,5565.95,18261,Ti=12/Te=-11/V=8145 Arch Reactor,8145,12,-11,9.0555555556,18.6,52400,-4.2,138139,11484,8.3888888889,2453,3.4585227273
38,3/14/2015 18:39,03/14/2015 18:39:00,18.5,38.38733,-89.66433,19,5733.29,18810,Ti=11/Te=-12/V=8145 Arch Reactor,8145,11,-12,7.3333333333,22.4,50012,-4,156233,11697,7.5,2453,3.5625
39,3/14/2015 18:39,03/14/2015 18:39:30,19,38.3875,-89.66167,46,5895.14,19341,Ti=11/Te=-11/V=8125 Arch Reactor,8125,11,-11,7.3333333333,22.4,50012,-4,156233,11697,7.5,2453,3.6630681818
40,3/14/2015 18:40,03/14/2015 18:40:00,19.5,38.38817,-89.65717,57,6062.78,19891,Ti=11/Te=-13/V=8125 Arch Reactor,8125,11,-13,5.9444444444,28.2,47860,-3.7,180366,11507,6.5555555556,2438,3.7672348485
41,3/14/2015 18:40,03/14/2015 18:40:30,20,38.38867,-89.6525,44,6211.52,20379,Ti=10/Te=-12/V=8125 Arch Reactor,8125,10,-12,5.9444444444,28.2,47860,-3.7,180366,11507,6.5555555556,2438,3.8596590909
42,3/14/2015 18:41,03/14/2015 18:41:00,20.5,38.38917,-89.648,59,6381.29,20936,Ti=10/Te=-14/V=8125 Arch Reactor,8125,10,-14,4.8888888889,24.2,45876,-3.7,186880,12725,5.9444444444,2438,3.9651515152
43,3/14/2015 18:41,03/14/2015 18:41:30,21,38.39,-89.6435,56,6546.49,21478,Ti=10/Te=-14/V=8104 Arch Reactor,8104,10,-14,4.8888888889,24.2,45876,-3.7,186880,12725,5.9444444444,2438,4.0678030303
44,3/14/2015 18:42,03/14/2015 18:42:00,21.5,38.3915,-89.639,50,6674.82,21899,Ti=10/Te=-14/V=8125 Arch Reactor,8125,10,-14,3.9444444444,23.3,43916,-3.8,191264,13299,5.1111111111,2438,4.1475378788
45,3/14/2015 18:42,03/14/2015 18:42:30,22,38.39317,-89.63467,54,6825.69,22394,Ti=9/Te=-16/V=8125 Arch Reactor,8125,9,-16,3.9444444444,23.3,43916,-3.8,191264,13299,5.1111111111,2438,4.2412878788
46,3/14/2015 18:43,03/14/2015 18:43:00,22.5,38.39517,-89.62967,57,6976.26,22888,Ti=9/Te=-17/V=8125 Arch Reactor,8125,9,-17,3.0555555556,20.9,42184,-3.6,188775,14173,3.9444444444,2422,4.3348484848
47,3/14/2015 18:43,03/14/2015 18:43:30,23,38.39667,-89.62433,59,7111.59,23332,Ti=9/Te=-17/V=8104 Arch Reactor,8104,9,-17,3.0555555556,20.9,42184,-3.6,188775,14173,3.9444444444,2422,4.4189393939
48,3/14/2015 18:44,03/14/2015 18:44:00,23.5,38.3985,-89.619,63,7259.42,23817,Ti=9/Te=-19/V=8084 Arch Reactor,8084,9,-19,2.2777777778,22.5,40520,-3.7,191071,15024,3.3888888889,2422,4.5107954545
49,3/14/2015 18:44,03/14/2015 18:44:30,24,38.40067,-89.61433,57,7428.59,24372,Ti=8/Te=-19/V=8104 Arch Reactor,8104,8,-19,2.2777777778,22.5,40520,-3.7,191071,15024,3.3888888889,2422,4.6159090909
50,3/14/2015 18:45,03/14/2015 18:45:00,24.5,38.402,-89.60883,63,7571.84,24842,Ti=8/Te=-21/V=8064 Arch Reactor,8064,8,-21,1.4444444444,22.8,38856,-3.7,192808,14847,1.8333333333,2422,4.7049242424
51,3/14/2015 18:45,03/14/2015 18:45:30,25,38.40383,-89.60333,69,7725.77,25347,Ti=8/Te=-22/V=8104 Arch Reactor,8104,8,-22,1.4444444444,22.8,38856,-3.7,192808,14847,1.8333333333,2422,4.8005681818
52,3/14/2015 18:46,03/14/2015 18:46:00,25.5,38.40567,-89.59783,61,7870.85,25823,Ti=8/Te=-23/V=8084 Arch Reactor,8084,8,-23,0.5555555556,21.9,37164,-3.4,210091,14615,0.8888888889,2422,4.890719697
53,3/14/2015 18:46,03/14/2015 18:46:30,26,38.40717,-89.5925,59,8005.57,26265,Ti=7/Te=-24/V=8028 Arch Reactor,8028,7,-24,0.5555555556,21.9,37164,-3.4,210091,14615,0.8888888889,2422,4.9744318182
54,3/14/2015 18:47,03/14/2015 18:47:00,26.5,38.40867,-89.587,61,8156.14,26759,Ti=7/Te=-24/V=8028 Arch Reactor,8028,7,-24,-0.1666666667,19.6,35668,-3.8,203511,15504,0.5,2422,5.0679924242
55,3/14/2015 18:47,03/14/2015 18:47:30,27,38.40983,-89.58167,52,8306.71,27253,Ti=7/Te=-24/V=8008 Arch Reactor,8008,7,-24,-0.1666666667,19.6,35668,-3.8,203511,15504,0.5,2422,5.1615530303
56,3/14/2015 18:48,03/14/2015 18:48:00,27.5,38.41083,-89.57633,54,8454.24,27737,Ti=7/Te=-26/V=8008 Arch Reactor,8008,7,-26,-0.7777777778,17.8,34160,-4.1,194363,16589,-0.5555555556,2422,5.253219697
57,3/14/2015 18:48,03/14/2015 18:48:30,28,38.41133,-89.57067,61,8616.09,28268,Ti=7/Te=-28/V=8008 Arch Reactor,8008,7,-28,-0.7777777778,17.8,34160,-4.1,194363,16589,-0.5555555556,2422,5.3537878788
58,3/14/2015 18:49,03/14/2015 18:49:00,28.5,38.41167,-89.56517,63,8762.09,28747,Ti=7/Te=-28/V=8008 Arch Reactor,8008,7,-28,-1.4444444444,16.1,32624,-3.4,185562,17284,-1.6666666667,2422,5.4445075758
59,3/14/2015 18:49,03/14/2015 18:49:30,29,38.41183,-89.5595,59,8884.31,29148,Ti=6/Te=-30/V=8008 Arch Reactor,8008,6,-30,-1.4444444444,16.1,32624,-3.4,185562,17284,-1.6666666667,2422,5.5204545455
60,3/14/2015 18:50,03/14/2015 18:50:00,29.5,38.41217,-89.554,59,9029.4,29624,Ti=6/Te=-31/V=7988 Arch Reactor,7988,6,-31,-2.0555555556,14.8,31332,-3.8,183321,17781,-2.3888888889,2422,5.6106060606
61,3/14/2015 18:50,03/14/2015 18:50:30,30,38.41233,-89.5485,63,9182.1,30125,Ti=6/Te=-31/V=7988 Arch Reactor,7988,6,-31,-2.0555555556,14.8,31332,-3.8,183321,17781,-2.3888888889,2422,5.7054924242
62,3/14/2015 18:51,03/14/2015 18:51:00,30.5,38.41233,-89.543,59,9328.71,30606,Ti=6/Te=-30/V=7988 Arch Reactor,7988,6,-30,-2.7777777778,13.7,29980,-3.5,181839,18382,-3.7777777778,2438,5.7965909091
63,3/14/2015 18:51,03/14/2015 18:51:30,31,38.41233,-89.5375,61,9456.72,31026,Ti=6/Te=-31/V=7988 Arch Reactor,7988,6,-31,-2.7777777778,13.7,29980,-3.5,181839,18382,-3.7777777778,2438,5.8761363636
64,3/14/2015 18:52,03/14/2015 18:52:00,31.5,38.41233,-89.532,56,9583.52,31442,Ti=5/Te=-33/V=7988 Arch Reactor,7988,5,-33,-3.5,13.2,28812,-3.4,177088,19170,-3.7777777778,2438,5.9549242424
65,3/14/2015 18:52,03/14/2015 18:52:30,32,38.41217,-89.52683,54,9728,31916,Ti=5/Te=-35/V=7988 Arch Reactor,7988,5,-35,-3.5,13.2,28812,-3.4,177088,19170,-3.7777777778,2438,6.0446969697
66,3/14/2015 18:53,03/14/2015 18:53:00,32.5,38.41233,-89.52133,56,9848.09,32310,Ti=5/Te=-35/V=7988 Arch Reactor,7988,5,-35,-4.0555555556,12.8,27620,-3.6,179086,19378,-5.1111111111,2438,6.1193181818
67,3/14/2015 18:53,03/14/2015 18:53:30,33,38.41267,-89.5165,54,9981.29,32747,Ti=5/Te=-36/V=7988 Arch Reactor,7988,5,-36,-4.0555555556,12.8,27620,-3.6,179086,19378,-5.1111111111,2438,6.2020833333
68,3/14/2015 18:54,03/14/2015 18:54:00,33.5,38.41333,-89.51167,56,10129.72,33234,Ti=5/Te=-37/V=7967 Arch Reactor,7967,5,-37,-4.7222222222,12.2,26500,-3.5,132493,19416,-6,2453,6.2943181818
69,3/14/2015 18:54,03/14/2015 18:54:30,34,38.41417,-89.50683,48,10268.41,33689,Ti=5/Te=-38/V=7967 Arch Reactor,7967,5,-38,-4.7222222222,12.2,26500,-3.5,132493,19416,-6,2453,6.3804924242
70,3/14/2015 18:55,03/14/2015 18:55:00,34.5,38.415,-89.50217,46,10414.1,34167,Ti=4/Te=-39/V=7967 Arch Reactor,7967,4,-39,-5.4444444444,11.6,25348,-3.3,162063,19955,-7.3333333333,2453,6.4710227273
71,3/14/2015 18:55,03/14/2015 18:55:30,35,38.41567,-89.49717,56,10559.19,34643,Ti=4/Te=-40/V=7967 Arch Reactor,7967,4,-40,-5.4444444444,11.6,25348,-3.3,162063,19955,-7.3333333333,2453,6.5611742424
72,3/14/2015 18:56,03/14/2015 18:56:00,35.5,38.41567,-89.49167,54,10714.94,35154,Ti=4/Te=-41/V=7947 Arch Reactor,7947,4,-41,-6.1111111111,11.2,24180,-3.9,170498,20591,-8.4444444444,2469,6.6579545455
73,3/14/2015 18:56,03/14/2015 18:56:30,36,38.415,-89.48617,57,10834.42,35546,Ti=4/Te=-38/V=7947 Arch Reactor,7947,4,-38,-6.1111111111,11.2,24180,-3.9,170498,20591,-8.4444444444,2469,6.7321969697
74,3/14/2015 18:57,03/14/2015 18:57:00,36.5,38.4145,-89.48067,56,10940.49,35894,Ti=4/Te=-39/V=7947 Arch Reactor,7947,4,-39,-6.9444444444,11,23252,-3.1,176727,21186,-9.6111111111,2469,6.7981060606
75,3/14/2015 18:57,03/14/2015 18:57:30,37,38.414,-89.47533,61,11045.65,36239,Ti=4/Te=-40/V=7947 Arch Reactor,7947,4,-40,-6.9444444444,11,23252,-3.1,176727,21186,-9.6111111111,2469,6.8634469697
76,3/14/2015 18:58,03/14/2015 18:58:00,37.5,38.41417,-89.47017,52,11175.49,36665,Ti=3/Te=-42/V=7947 Arch Reactor,7947,3,-42,-7.6111111111,10.9,22436,-3.5,195929,22522,-10,2469,6.9441287879
77,3/14/2015 18:58,03/14/2015 18:58:30,38,38.415,-89.46517,54,11340.69,37207,Ti=3/Te=-45/V=7947 Arch Reactor,7947,3,-45,-7.6111111111,10.9,22436,-3.5,195929,22522,-10,2469,7.046780303
78,3/14/2015 18:59,03/14/2015 18:59:00,38.5,38.4175,-89.4595,83,11510.77,37765,Ti=3/Te=-45/V=7947 Arch Reactor,7947,3,-45,-8.3888888889,10.6,21276,-3.4,205548,24362,-12.1111111111,2484,7.1524621212
79,3/14/2015 18:59,03/14/2015 18:59:30,39,38.41983,-89.45183,89,11620.8,38126,Ti=2/Te=-41/V=7947 Arch Reactor,7947,2,-41,-8.3888888889,10.6,21276,-3.4,205548,24362,-12.1111111111,2484,7.2208333333
80,3/14/2015 19:00,03/14/2015 19:00:00,39.5,38.4225,-89.443,10,11730.53,38486,Ti=2/Te=-40/V=7927 Arch Reactor,7927,2,-40,-9.3333333333,10.4,20432,-3.3,222494,26618,-12.1666666667,2484,7.2890151515
81,3/14/2015 19:00,03/14/2015 19:00:30,40,38.42533,-89.43367,10,11833.25,38823,Ti=2/Te=-39/V=7927 Arch Reactor,7927,2,-39,-9.3333333333,10.4,20432,-3.3,222494,26618,-12.1666666667,2484,7.3528409091
82,3/14/2015 19:01,03/14/2015 19:01:00,40.5,38.42833,-89.4235,11,11938.1,39167,Ti=2/Te=-40/V=7927 Arch Reactor,7927,2,-40,-10,10.4,19752,-3.1,226698,28740,-12.6666666667,2500,7.4179924242
83,3/14/2015 19:01,03/14/2015 19:01:30,41,38.43067,-89.41333,11,12051.79,39540,Ti=1/Te=-40/V=7927 Arch Reactor,7927,1,-40,-10,10.4,19752,-3.1,226698,28740,-12.6666666667,2500,7.4886363636
84,3/14/2015 19:02,03/14/2015 19:02:00,41.5,38.433,-89.40283,11,12157.56,39887,Ti=1/Te=-38/V=7927 Arch Reactor,7927,1,-38,-10.6111111111,10.3,19044,-3.1,243539,31139,-13.2222222222,2500,7.5543560606
85,3/14/2015 19:02,03/14/2015 19:02:30,42,38.43517,-89.3925,11,12270.03,40256,Ti=1/Te=-37/V=7927 Arch Reactor,7927,1,-37,-10.6111111111,10.3,19044,-3.1,243539,31139,-13.2222222222,2500,7.6242424242
86,3/14/2015 19:03,03/14/2015 19:03:00,42.5,38.4375,-89.3825,10,12382.8,40626,Ti=1/Te=-34/V=7907 Arch Reactor,7907,1,-34,-11.1111111111,10.1,18392,-2.9,246900,33726,-13.2777777778,2500,7.6943181818
87,3/14/2015 19:03,03/14/2015 19:03:30,43,38.43967,-89.37217,11,12496.5,40999,Ti=1/Te=-36/V=7907 Arch Reactor,7907,1,-36,-11.1111111111,10.1,18392,-2.9,246900,33726,-13.2777777778,2500,7.7649621212
88,3/14/2015 19:04,03/14/2015 19:04:00,43.5,38.44183,-89.36167,12,12608.97,41368,Ti=1/Te=-36/V=7907 Arch Reactor,7907,1,-36,-11.5,10.2,17720,-3.1,252765,35374,-12.8888888889,2516,7.8348484848
89,3/14/2015 19:04,03/14/2015 19:04:30,44,38.44383,-89.35117,11,12724.49,41747,Ti=1/Te=-38/V=7907 Arch Reactor,7907,1,-38,-11.5,10.2,17720,-3.1,252765,35374,-12.8888888889,2516,7.9066287879
90,3/14/2015 19:05,03/14/2015 19:05:00,44.5,38.44667,-89.34117,10,12835.13,42110,Ti=1/Te=-37/V=7907 Arch Reactor,7907,1,-37,-11.7222222222,10.2,17084,-2.8,260033,36925,-12.7777777778,2531,7.9753787879
91,3/14/2015 19:05,03/14/2015 19:05:30,45,38.44933,-89.33133,11,12943.33,42465,Ti=1/Te=-38/V=7907 Arch Reactor,7907,1,-38,-11.7222222222,10.2,17084,-2.8,260033,36925,-12.7777777778,2531,8.0426136364
92,3/14/2015 19:06,03/14/2015 19:06:00,45.5,38.4515,-89.32183,10,13048.49,42810,Ti=0/Te=-37/V=7907 Arch Reactor,7907,0,-37,-11.8888888889,10.1,16484,-3,260287,37756,-13.2777777778,2531,8.1079545455
93,3/14/2015 19:06,03/14/2015 19:06:30,46,38.45383,-89.3125,10,13161.26,43180,Ti=0/Te=-36/V=7891 Arch Reactor,7891,0,-36,-11.8888888889,10.1,16484,-3,260287,37756,-13.2777777778,2531,8.178030303
94,3/14/2015 19:07,03/14/2015 19:07:00,46.5,38.456,-89.30283,10,13275.87,43556,Ti=0/Te=-38/V=7907 Arch Reactor,7907,0,-38,-11.9444444444,10.1,15904,-2.9,264130,38095,-13.2222222222,2547,8.2492424242
