timestamp_fixed,cat,altitude_ft,altitude_m,cap,external_adc,humid,lat,lng,long,oxid_gas,prec_gas,pressure,reduc_gas,speed,t_amb,t_ext,t_int,t_ired,temp_ired,volt,timestamp_offset
2016-04-16 14:23:51,HAB_3,75733.00767,NA,2985,1.434,9.2,38.30117,-89.12767,-89.12767,3332454,-3.2,4700,538223,NA,7.5,NA,NA,-123.1,NA,NA,4380
2016-04-16 14:36:51,HAB_2,76105,23196.804,3125,1.407,9.4,38.4972222222222,-89.5061111111111,NA,4896000,-5,2760,511378,NA,26.7,NA,NA,-60.9,NA,NA,5580
2016-04-16 14:37:51,HAB_2,76159,23213.2632,3141,1.416,9.3,38.4975,-89.5088888888889,NA,3332454,-5.4,2648,449824,NA,27.5,NA,NA,-80.6,NA,NA,5640
2015-03-14 19:46:30,HAB_0,76168,23216.01,2860,NA,10.9,38.472,-88.9115,NA,2946,-4.2,2832,49921,28,1.1111111111,-19,6,NA,-0.2222222222,7871,5160
2016-04-16 14:38:51,HAB_2,76223,23232.7704,3157,1.429,9.4,38.4969444444444,-89.5083333333333,NA,2930400,-5.3,2540,405825,NA,29,NA,NA,-89,NA,NA,5700
2015-03-14 19:47:00,HAB_0,76623,23354.69,2860,NA,10.9,38.47083,-88.90933,NA,2946,-4.2,2832,49921,33,1.1111111111,-20,6,NA,-0.2222222222,7871,5190
2015-03-14 19:47:30,HAB_0,77041,23482.1,2860,NA,10.8,38.46967,-88.90783,NA,2618,-4.5,2704,47077,9,1.5555555556,-19,6,NA,0.0555555556,7871,5220
2015-03-14 19:48:00,HAB_0,77496,23620.78,2860,NA,10.8,38.46933,-88.907,NA,2618,-4.5,2704,47077,9,1.5555555556,-22,6,NA,0.0555555556,7871,5250
2015-03-14 19:48:30,HAB_0,77932,23753.67,2875,NA,10.9,38.4695,-88.9065,NA,2463,-4.3,2584,48081,7,1.9444444444,-22,6,NA,0.5,7871,5280
2016-04-16 14:24:51,HAB_3,77952.00381,NA,3000,1.472,9.2,38.30017,-89.13767,-89.13767,8172000,-3.2,4504,564452,27,8.8,NA,NA,-101.3,NA,NA,4440
2015-03-14 19:49:00,HAB_0,78424,23903.64,2875,NA,10.9,38.46867,-88.90567,NA,2463,-4.3,2584,48081,20,1.9444444444,-21,6,NA,0.5,7871,5310
2015-03-14 19:49:30,HAB_0,78905,24050.24,2891,NA,11,38.46783,-88.90483,NA,2233,-4.9,2460,47898,15,2.3888888889,-19,7,NA,1.0555555556,7871,5340
2016-04-16 14:25:51,HAB_3,79031.99072,NA,3000,1.253,9.2,38.298,-89.1445,-89.1445,5247000,-3.1,4340,608197,39,10.4,NA,NA,-125.5,NA,NA,4500
2016-04-16 14:39:51,HAB_2,79177,24133.1496,3172,1.434,9.4,38.4980555555556,-89.5061111111111,NA,4588875,-5.3,2432,361439,NA,30.5,NA,NA,-69.1,NA,NA,5760
2016-04-16 14:40:51,HAB_2,79308,24173.0784,3188,1.368,9.4,38.4980555555556,-89.5036111111111,NA,3861473,-5.8,2340,301100,NA,32.6,NA,NA,-87.3,NA,NA,5820
2015-03-14 19:50:00,HAB_0,79382,24195.63,2891,NA,11,38.46717,-88.904,NA,2233,-4.9,2460,47898,11,2.3888888889,-18,7,NA,1.0555555556,7871,5370
2016-04-16 14:41:51,HAB_2,79475,24223.98,3203,1.414,9.4,38.4961111111111,-89.505,NA,2817000,-5.9,2232,238344,NA,34.2,NA,NA,-83.4,NA,NA,5880
2016-04-16 14:42:51,HAB_2,79580,24255.984,3219,1.417,9.6,38.4933333333333,-89.5058333333333,NA,2149941,-5.8,2156,189347,NA,35.9,NA,NA,-86.5,NA,NA,5940
2015-03-14 19:50:30,HAB_0,79811,24326.39,2891,NA,10.9,38.46717,-88.9035,NA,2019,-4.8,2344,48172,6,2.8333333333,-20,7,NA,1.3888888889,7871,5400
2016-04-16 14:27:51,HAB_3,80073.00125,NA,3031,1.448,9.4,38.29867,-89.15167,-89.15167,6682909,-4,4000,642252,NA,13.9,NA,NA,-98.5,NA,NA,4620
2015-03-14 19:51:00,HAB_0,80306,24477.27,2891,NA,10.9,38.46767,-88.903,NA,2019,-4.8,2344,48172,20,2.8333333333,-22,7,NA,1.3888888889,7871,5430
2015-03-14 19:51:30,HAB_0,80762,24616.26,2906,NA,11,38.468,-88.90217,NA,1835,-4.7,2204,45179,11,3.1666666667,-20,7,NA,1.8888888889,7871,5460
2015-03-14 19:52:00,HAB_0,81206,24751.59,2906,NA,11,38.46733,-88.90133,NA,1835,-4.7,2204,45179,17,3.1666666667,-19,7,NA,1.8888888889,7871,5490
2015-03-14 19:52:30,HAB_0,81646,24885.7,2906,NA,11.1,38.46683,-88.9005,NA,1640,-4.8,2104,45809,4,3.5555555556,-18,7,NA,2.1666666667,7871,5520
2016-04-16 14:43:51,HAB_2,82058,25011.2784,3250,1.401,9.6,38.4936111111111,-89.5066666666667,NA,1657227,-6,2084,124874,NA,37.6,NA,NA,-73.9,NA,NA,6000
2016-04-16 14:44:51,HAB_2,82058,25011.2784,3297,1.396,9.6,38.4936111111111,-89.5066666666667,NA,1210500,-6,2000,94299,NA,39.2,NA,NA,-136,NA,NA,6060
2015-03-14 19:53:00,HAB_0,82105,25025.6,2906,NA,11.1,38.46683,-88.90017,NA,1640,-4.8,2104,45809,7,3.5555555556,-17,7,NA,2.1666666667,7871,5550
2016-04-16 14:45:51,HAB_2,82173,25046.3304,3344,1.431,9.6,38.495,-89.5075,NA,939272,-5.7,1900,75623,NA,40.7,NA,NA,-87.4,NA,NA,6120
2015-03-14 19:53:30,HAB_0,82564,25165.51,2922,NA,11.1,38.46733,-88.89933,NA,1520,-4.8,2012,47350,20,3.9444444444,-16,7,NA,2.3333333333,7871,5580
2015-03-14 19:54:00,HAB_0,83017,25303.58,2922,NA,11.1,38.46833,-88.89783,NA,1520,-4.8,2012,47350,24,3.9444444444,-13,7,NA,2.3333333333,7871,5610
2016-04-16 14:29:51,HAB_3,83412.01054,NA,3047,1.435,9.4,38.296,-89.174,-89.174,7352999,-4.4,3700,746222,40,16.3,NA,NA,-95.1,NA,NA,4740
2015-03-14 19:54:30,HAB_0,83488,25447.14,2938,NA,11,38.46817,-88.89617,NA,1417,-5,1888,48172,19,4.3333333333,-15,7,NA,2.8333333333,7871,5640
2015-03-14 19:55:00,HAB_0,83985,25598.63,2938,NA,11,38.46817,-88.89433,NA,1417,-5,1888,48172,17,4.3333333333,-14,7,NA,2.8333333333,7871,5670
2015-03-14 19:55:30,HAB_0,84464,25744.63,2938,NA,10.9,38.468,-88.893,NA,1326,-5.1,1796,50292,15,4.6666666667,-13,7,NA,3.1111111111,7871,5700
2016-04-16 14:46:51,HAB_2,84505,25757.124,3360,1.386,9.7,38.4977777777778,-89.5025,NA,870072,-6.2,1832,65553,NA,42.3,NA,NA,-98.2,NA,NA,6180
2016-04-16 14:31:51,HAB_3,84583.00796,NA,3078,1.448,9.4,38.29633,-89.18133,-89.18133,9195750,-4.6,3396,706722,NA,18.4,NA,NA,-98.3,NA,NA,4860
2016-04-16 14:47:51,HAB_2,84589,25782.7272,3375,1.415,9.8,38.4975,-89.5088888888889,NA,766148,-5.9,1764,59454,NA,43.9,NA,NA,-48.7,NA,NA,6240
2016-04-16 14:48:51,HAB_2,84701,25816.8648,3375,1.368,9.8,38.4986111111111,-89.5066666666667,NA,562393,-6.5,1700,52911,NA,45.8,NA,NA,-124.3,NA,NA,6300
2015-03-14 19:56:00,HAB_0,84946,25891.54,2938,NA,10.9,38.46717,-88.8915,NA,1326,-5.1,1796,50292,15,4.6666666667,-13,7,NA,3.1111111111,7871,5730
2015-03-14 19:56:30,HAB_0,85406,26031.75,2953,NA,10.7,38.467,-88.89067,NA,1235,-5,1696,51036,9,5,-12,8,NA,3.4444444444,7871,5760
2015-03-14 19:57:00,HAB_0,85840,26164.03,2953,NA,10.7,38.4675,-88.88933,NA,1235,-5,1696,51036,24,5,-12,8,NA,3.4444444444,7871,5790
2015-03-14 19:57:30,HAB_0,86284,26299.36,2953,NA,10.8,38.46883,-88.88733,NA,1185,-4.8,1612,51877,33,5.3333333333,-13,8,NA,3.7777777778,7871,5820
2015-03-14 19:58:00,HAB_0,86688,26422.5,2953,NA,10.8,38.4695,-88.885,NA,1185,-4.8,1612,51877,19,5.3333333333,-9,8,NA,3.7777777778,7871,5850
2016-04-16 14:32:51,HAB_3,86798.00147,NA,3078,1.429,9.4,38.30033,-89.19667,-89.19667,5652000,-4.8,3264,676618,NA,20.2,NA,NA,-81,NA,NA,4920
2016-04-16 14:49:51,HAB_2,86817,26461.8216,3375,1.401,9.9,38.5027777777778,-89.4988888888889,NA,434208,-6.3,1632,49921,NA,47.3,NA,NA,-81.7,NA,NA,6360
2016-04-16 14:50:51,HAB_2,86983,26512.4184,3375,1.396,9.9,38.5025,-89.4908333333333,NA,346901,-6.5,1560,51409,NA,49.2,NA,NA,-68,NA,NA,6420
2015-03-14 19:58:30,HAB_0,87135,26558.75,2953,NA,10.8,38.47,-88.8835,NA,1110,-5.1,1532,52535,19,5.7222222222,-10,8,NA,4.3888888889,7871,5880
2015-03-14 19:59:00,HAB_0,87592,26698.04,2953,NA,10.8,38.47133,-88.8825,NA,1110,-5.1,1532,52535,17,5.7222222222,-14,8,NA,4.3888888889,7871,5910
2016-04-16 14:34:51,HAB_3,87929.98969,NA,3110,1.434,9.3,38.30083,-89.201,-89.201,4896000,-5.1,3028,609594,NA,23.2,NA,NA,-102.7,NA,NA,5040
2015-03-14 19:59:30,HAB_0,88056,26839.47,2969,NA,10.7,38.47283,-88.88217,NA,1036,-5.1,1452,53194,19,6.0555555556,-10,8,NA,4.8333333333,7851,5940
2015-03-14 20:00:00,HAB_0,88535,26985.47,2969,NA,10.7,38.475,-88.88083,NA,1036,-5.1,1452,53194,39,6.0555555556,-13,8,NA,4.8333333333,7871,5970
2016-04-16 14:54:51,HAB_2,88565,26994.612,3375,1.355,8.4,38.5208333333333,-89.4802777777778,NA,9195750,-6,4048,340519,NA,26.3,NA,NA,-125.5,NA,NA,6660
2016-04-16 14:53:51,HAB_2,88573,26997.0504,3375,1.558,8.8,38.5086111111111,-89.4861111111111,NA,1252862,-7.1,3028,139651,NA,37.7,NA,NA,-16.2,NA,NA,6600
2016-04-16 14:52:51,HAB_2,88676,27028.4448,3375,1.533,9.2,38.5008333333333,-89.4913888888889,NA,266594,-7.7,2172,65961,NA,47.3,NA,NA,-29.4,NA,NA,6540
2015-03-14 20:00:30,HAB_0,89019,27132.99,2985,NA,10.7,38.4775,-88.8795,NA,972,-5.1,1376,54237,35,6.3888888889,-12,8,NA,5.1111111111,7871,6000
2016-04-16 14:36:51,HAB_3,89031.00679,NA,3125,1.407,9.4,38.3,-89.207,-89.207,4896000,-5,2760,511378,NA,26.7,NA,NA,-60.9,NA,NA,5160
2016-04-16 14:51:51,HAB_2,89073,27149.4504,3375,1.386,10,38.5055555555556,-89.485,NA,178560,-6.6,1500,53006,NA,50.7,NA,NA,-76.3,NA,NA,6480
2015-03-14 20:01:00,HAB_0,89559,27297.5,2985,NA,10.7,38.47983,-88.87867,NA,972,-5.1,1376,54237,33,6.3888888889,-9,8,NA,5.1111111111,7871,6030
2015-03-14 20:01:30,HAB_0,90099,27462.18,2985,NA,10.6,38.4825,-88.87867,NA,929,-5,1284,57891,35,6.7222222222,-10,8,NA,5.3888888889,7871,6060
2015-03-14 20:02:00,HAB_0,90626,27622.8,2985,NA,10.6,38.48517,-88.87817,NA,929,-5,1284,57891,28,6.7222222222,-9,9,NA,5.3888888889,7871,6090
2015-03-14 20:02:30,HAB_0,91128,27775.8,3000,NA,10.6,38.48733,-88.87683,NA,875,-5.1,1208,55478,39,7.0555555556,-9,9,NA,5.8333333333,7851,6120
2016-04-16 14:37:51,HAB_3,91268.01473,NA,3141,1.416,9.3,38.3,-89.21933,-89.21933,3332454,-5.4,2648,449824,NA,27.5,NA,NA,-80.6,NA,NA,5220
2015-03-14 20:03:00,HAB_0,91644,27933.09,3000,NA,10.6,38.4895,-88.87517,NA,875,-5.1,1208,55478,35,7.0555555556,-10,9,NA,5.8333333333,7871,6150
2015-03-14 20:03:30,HAB_0,92133,28082.1,3000,NA,10.6,38.49183,-88.873,NA,832,-5.1,1128,58964,41,7.3888888889,-8,9,NA,6.0555555556,7851,6180
2016-04-16 14:38:51,HAB_3,92427.00427,NA,3157,1.429,9.4,38.30067,-89.22483,-89.22483,2930400,-5.3,2540,405825,NA,29,NA,NA,-89,NA,NA,5280
2015-03-14 20:04:00,HAB_0,92629,28233.3,3000,NA,10.6,38.49333,-88.87067,NA,832,-5.1,1128,58964,22,7.3888888889,-8,9,NA,6.0555555556,7851,6210
2015-03-14 20:04:30,HAB_0,93110,28379.93,3000,NA,10.5,38.494,-88.8685,NA,779,-4.8,1072,57212,22,7.7222222222,-10,9,NA,6.5,7851,6240
2016-04-16 14:39:51,HAB_3,93539.99643,NA,3172,1.434,9.4,38.30117,-89.22967,-89.22967,4588875,-5.3,2432,361439,16,30.5,NA,NA,-69.1,NA,NA,5340
2015-03-14 20:05:00,HAB_0,93585,28524.71,3000,NA,10.5,38.49483,-88.86667,NA,779,-4.8,1072,57212,26,7.7222222222,-12,9,NA,6.5,7871,6270
2015-03-14 20:05:30,HAB_0,94048,28665.8,3016,NA,10.5,38.49533,-88.864,NA,736,-5.2,1012,59847,30,8,-9,9,NA,6.7777777778,7851,6300
2015-03-14 20:06:00,HAB_0,94540,28815.7,3016,NA,10.5,38.49533,-88.8615,NA,736,-5.2,1012,59847,31,8,-9,9,NA,6.7777777778,7851,6330
2015-03-14 20:06:30,HAB_0,95023,28963,3016,NA,10.5,38.49467,-88.85933,NA,703,-5.6,952,61032,26,8.3333333333,-8,9,NA,7.0555555556,7851,6360
2015-03-14 20:07:00,HAB_0,95493,29106.2,3016,NA,10.5,38.493,-88.8585,NA,703,-5.6,952,61032,20,8.3333333333,-6,9,NA,7.0555555556,7871,6390
2016-04-16 14:41:51,HAB_3,95962.01094,NA,3203,1.414,9.4,38.30017,-89.241,-89.241,2817000,-5.9,2232,238344,NA,34.2,NA,NA,-83.4,NA,NA,5460
2015-03-14 20:07:30,HAB_0,96435,29393.39,3031,NA,10.4,38.4905,-88.857,NA,660,-5.4,892,60439,15,8.5,-6,10,NA,7.2777777778,7871,6420
2015-03-14 20:09:00,HAB_0,96926,29543.04,3031,NA,10.4,38.4895,-88.85733,NA,632,-5.2,840,58964,6,8.8333333333,-4,10,NA,8,7871,6510
2015-03-14 20:09:30,HAB_0,97378,29680.81,3031,NA,10.4,38.4885,-88.85617,NA,632,-5.2,840,58964,11,8.8333333333,-3,10,NA,8,7871,6540
2015-03-14 20:10:00,HAB_0,97818,29814.93,3047,NA,10.4,38.48783,-88.85583,NA,594,-5.3,792,61728,11,9.1111111111,-6,10,NA,8.0555555556,7871,6570
2015-03-14 20:10:30,HAB_0,98280,29955.74,3047,NA,10.4,38.488,-88.85667,NA,594,-5.3,792,61728,7,9.1111111111,-7,10,NA,8.0555555556,7871,6600
2016-04-16 14:42:51,HAB_3,98483.0084,NA,3219,1.417,9.6,38.302,-89.25617,-89.25617,2149941,-5.8,2156,189347,76,35.9,NA,NA,-86.5,NA,NA,5520
2015-03-14 20:11:00,HAB_0,98705,30085.28,3047,NA,10.4,38.4885,-88.858,NA,571,-5.4,740,60439,17,9.4444444444,-3,10,NA,8.3888888889,7871,6630
2015-03-14 20:11:30,HAB_0,99129,30214.52,3047,NA,10.4,38.48933,-88.85933,NA,571,-5.4,740,60439,24,9.4444444444,-1,10,NA,8.3888888889,7871,6660
2015-03-14 20:12:00,HAB_0,99555,30344.36,3047,NA,10.4,38.49067,-88.86017,NA,552,-5.2,696,59062,26,9.7222222222,-2,11,NA,8.9444444444,7871,6690
2016-04-16 14:44:51,HAB_3,99716.99794,NA,3297,1.396,9.6,38.3005,-89.264,-89.264,1210500,-6,2000,94299,NA,39.2,NA,NA,-136,NA,NA,5640
2015-03-14 20:12:30,HAB_0,100002,30480.6,3047,NA,10.4,38.49167,-88.86,NA,552,-5.2,696,59062,17,9.7222222222,0,11,NA,8.9444444444,7871,6720
2015-03-14 20:13:00,HAB_0,100480,30626.3,3063,NA,10.4,38.49217,-88.8575,NA,534,-5.4,656,60735,28,10,0,11,NA,9.2777777778,7871,6750
2015-03-14 20:13:30,HAB_0,100960,30772.61,3063,NA,10.4,38.4925,-88.8555,NA,534,-5.4,656,60735,26,10,-1,11,NA,9.2777777778,7871,6780
2015-03-14 20:14:00,HAB_0,101449,30921.6,3063,NA,10.3,38.4925,-88.8535,NA,520,-4.7,616,63328,26,10.2777777778,1,11,NA,9.5,7871,6810
2015-03-14 20:14:30,HAB_0,101931,31068.5,3063,NA,10.3,38.49283,-88.851,NA,520,-4.7,616,63328,30,10.2777777778,3,11,NA,9.5,7871,6840
2015-03-14 20:15:00,HAB_0,102404,31212.7,3063,NA,10.3,38.49317,-88.84783,NA,496,-5.1,576,60143,28,10.5555555556,2,11,NA,10.1666666667,7871,6870
2015-03-14 20:15:30,HAB_0,102868,31354.1,3063,NA,10.3,38.49383,-88.84517,NA,496,-5.1,576,60143,28,10.5555555556,0,11,NA,10.1666666667,7871,6900
2016-04-16 14:48:51,HAB_3,102941.998,NA,3375,1.368,9.8,38.3015,-89.2895,-89.2895,562393,-6.5,1700,52911,NA,45.8,NA,NA,-124.3,NA,NA,5880
2015-03-14 20:16:00,HAB_0,103311,31489.19,3078,NA,10.4,38.49483,-88.84333,NA,482,-5.4,536,57697,19,10.8333333333,-3,11,NA,10.5,7871,6930
2015-03-14 20:16:30,HAB_0,103773,31630.01,3078,NA,10.4,38.49633,-88.84233,NA,482,-5.4,536,57697,22,10.8333333333,-3,11,NA,10.5,7871,6960
2015-03-14 20:17:00,HAB_0,104233,31770.22,3078,NA,10.4,38.49733,-88.84133,NA,464,-5.3,500,57502,20,11.1111111111,-1,11,NA,10.6111111111,7871,6990
2015-03-14 20:17:30,HAB_0,104694,31910.7,3078,NA,10.4,38.498,-88.84033,NA,464,-5.3,500,57502,20,11.1111111111,0,12,NA,10.6111111111,7871,7020
2015-03-14 20:18:00,HAB_0,105157,32051.8,3078,NA,10.4,38.4975,-88.839,NA,450,-5.1,472,56632,22,11.3888888889,0,12,NA,11.0555555556,7871,7050
2016-04-16 14:50:51,HAB_3,105456.9916,NA,3375,1.396,9.9,38.30333,-89.30867,-89.30867,346901,-6.5,1560,51409,NA,49.2,NA,NA,-68,NA,NA,6000
2015-03-14 20:18:30,HAB_0,105605,32188.4,3078,NA,10.4,38.49567,-88.837,NA,450,-5.1,472,56632,31,11.3888888889,-1,12,NA,11.0555555556,7871,7080
2015-03-14 20:19:00,HAB_0,106032,32318.5,3094,NA,10.4,38.49417,-88.83617,NA,427,-5.3,436,54237,15,11.6666666667,0,12,NA,11.4444444444,7871,7110
2015-03-14 20:19:30,HAB_0,106458,32448.4,3094,NA,10.4,38.493,-88.83567,NA,427,-5.3,436,54237,19,11.6666666667,0,12,NA,11.4444444444,7871,7140
2016-04-16 14:51:51,HAB_3,106631.9916,NA,3375,1.386,10,38.307,-89.31683,-89.31683,178560,-6.6,1500,53006,NA,50.7,NA,NA,-76.3,NA,NA,6060
2015-03-14 20:20:00,HAB_0,106867,32573,3094,NA,10.4,38.4915,-88.835,NA,418,-5.6,408,56535,22,11.9444444444,2,12,NA,11.6111111111,7871,7170
2015-03-14 20:20:30,HAB_0,107269,32695.5,3094,NA,10.4,38.49033,-88.83433,NA,418,-5.6,408,56535,13,11.9444444444,2,12,NA,11.6111111111,7871,7200
2015-03-14 20:21:00,HAB_0,107664,32815.9,3110,NA,10.4,38.48983,-88.834,NA,409,-5.1,372,54713,4,12.2222222222,2,12,NA,11.8888888889,7871,7230
2015-03-14 20:21:30,HAB_0,108040,32930.5,3110,NA,10.4,38.49,-88.83317,NA,409,-5.1,372,54713,15,12.2222222222,4,12,NA,11.8888888889,7871,7260
2015-03-14 20:22:00,HAB_0,108388,33036.6,3110,NA,10.4,38.48967,-88.832,NA,399,-5.4,348,54523,9,12.4444444444,6,12,NA,12.5,7871,7290
2015-03-14 20:22:30,HAB_0,108724,33139,3110,NA,10.4,38.48933,-88.83167,NA,399,-5.4,348,54523,9,12.4444444444,7,13,NA,12.5,7871,7320
2015-03-14 20:23:00,HAB_0,109113,33257.6,3110,NA,10.5,38.48883,-88.83233,NA,386,-5.4,328,57502,11,12.7222222222,8,13,NA,12.7222222222,7871,7350
